[20,20]
(0,19)
(19,0)
(18,1,1,1)
(19,1,1,1)
(18,3,1,1)
(18,4,1,1)
(18,5,1,1)
(19,5,1,1)
(16,0,1,1)
(16,1,1,1)
(15,1,1,1)
(14,1,1,1)
(14,0,1,1)
(12,0,1,1)
(12,1,1,1)
(0,18,1,1)
(1,18,1,1)
(1,17,1,1)
(1,16,1,1)
(0,16,1,1)
(3,18,1,1)
(3,19,1,1)
(5,18,1,1)
(5,17,1,1)
(5,16,1,1)
(6,16,1,1)
(7,16,1,1)
(7,15,1,1)
(7,14,1,1)
(7,17,1,1)
(7,18,1,1)
(8,18,1,1)
(9,18,1,1)
(0,12,1,1)
(1,12,1,1)
(1,10,1,1)
(1,11,1,1)
(0,10,1,1)
(1,14,1,1)
(2,14,1,1)
(3,14,1,1)
(4,14,1,1)
(3,15,1,1)
(3,16,1,1)
(5,14,1,1)
(5,13,1,1)
(5,12,1,1)
(5,11,1,1)
(5,10,1,1)
(3,10,1,1)
(3,12,1,1)
(4,10,1,1)
(3,11,1,1)
(4,12,1,1)
(6,12,1,1)
(7,12,1,1)
(7,10,1,1)
(7,9,1,1)
(7,8,1,1)
(6,8,1,1)
(5,8,1,1)
(8,8,1,1)
(9,8,1,1)
(9,7,1,1)
(9,6,1,1)
(7,6,1,1)
(8,6,1,1)
(7,5,1,1)
(7,4,1,1)
(6,4,1,1)
(5,4,1,1)
(5,5,1,1)
(5,6,1,1)
(3,8,1,1)
(2,8,1,1)
(1,8,1,1)
(1,7,1,1)
(1,6,1,1)
(1,5,1,1)
(0,5,1,1)
(0,7,1,1)
(3,7,1,1)
(3,6,1,1)
(3,4,1,1)
(3,3,1,1)
(3,2,1,1)
(4,2,1,1)
(5,2,1,1)
(5,1,1,1)
(5,0,1,1)
(2,3,1,1)
(1,3,1,1)
(2,0,1,1)
(1,0,1,1)
(3,0,1,1)
(1,1,1,1)
(9,9,1,1)
(9,10,1,1)
(9,11,1,1)
(9,12,1,1)
(9,13,1,1)
(9,14,1,1)
(9,15,1,1)
(9,16,1,1)
(10,14,1,1)
(11,14,1,1)
(11,15,1,1)
(11,16,1,1)
(12,14,1,1)
(13,15,1,1)
(13,14,1,1)
(13,16,1,1)
(10,12,1,1)
(11,12,1,1)
(10,10,1,1)
(11,10,1,1)
(11,8,1,1)
(11,9,1,1)
(11,6,1,1)
(12,6,1,1)
(11,5,1,1)
(10,3,1,1)
(10,2,1,1)
(10,1,1,1)
(11,3,1,1)
(12,3,1,1)
(11,4,1,1)
(14,3,1,1)
(15,3,1,1)
(16,3,1,1)
(14,4,1,1)
(14,5,1,1)
(15,5,1,1)
(16,5,1,1)
(13,5,1,1)
(13,6,1,1)
(7,0,1,1)
(7,1,1,1)
(8,1,1,1)
(8,4,1,1)
(8,3,1,1)
(11,18,1,1)
(11,19,1,1)
(12,18,1,1)
(13,18,1,1)
(14,18,1,1)
(14,19,1,1)
(16,15,1,1)
(16,17,1,1)
(16,18,1,1)
(16,19,1,1)
(17,17,1,1)
(18,17,1,1)
(18,18,1,1)
(18,19,1,1)
(15,13,1,1)
(15,14,1,1)
(15,15,1,1)
(15,12,1,1)
(14,12,1,1)
(13,12,1,1)
(13,8,1,1)
(13,9,1,1)
(13,10,1,1)
(14,10,1,1)
(15,10,1,1)
(16,10,1,1)
(17,10,1,1)
(17,12,1,1)
(17,13,1,1)
(17,14,1,1)
(17,15,1,1)
(17,11,1,1)
(14,8,1,1)
(15,8,1,1)
(17,8,1,1)
(18,8,1,1)
(19,8,1,1)
(18,12,1,1)
(8,0,1,1)
